1.373329888282911915e+00,-8.328073468920376143e-01,-6.919487044673232612e-01,-8.695276346653199040e-01,6.024324423699465303e-01,1.016312328917864383e+00,-6.914005252325464701e-01,4.953198951113224613e-01,3.641654226031295627e-01,-5.381456386071803433e-01
8.612884243784141303e-01,-2.947426050626776595e-02,-3.436864980350279875e-01,-7.563257952979045573e-01,2.788951432952302967e-01,-9.884913492656299816e-02,-3.870664480529462659e-01,5.182004440744393259e-01,2.887906365970379086e-01,-7.558308931333811431e-01
1.216530141660896680e+00,-4.038685545355469864e-01,-4.352524743080726233e-01,-6.956587913486798058e-01,5.082620302181584115e-01,5.792443904355494277e-01,2.655395830471302121e-01,3.083328244477807553e-02,1.877517507018759968e-01,-5.315816425797430522e-01
1.146036481523629469e+00,4.279712741193821279e-01,2.193567013199811469e-02,-8.883290340387225426e-01,4.762795620789162521e-01,3.894282064832566004e-01,-1.684957257230937089e-01,4.603572926506460106e-01,-1.005928002350972746e-02,-7.293833475119141374e-01
1.315906040354737572e+00,2.595633630121891300e-01,-9.657104461054193401e-01,-6.797628383855558454e-01,6.921795635775704891e-01,1.469077896686918627e-01,-6.853759335063488445e-01,6.577378599207763799e-01,5.233671477902653718e-03,-7.720622591499008980e-01
4.112523375288181793e-01,2.736370375753552353e-01,2.976343907587341575e-01,-1.036814166551125016e+00,-1.382777006802866637e+00,5.282717756971462286e-01,-8.776433675695828329e-01,6.871483478282456314e-01,1.701352306629393130e-02,-5.779129917804920469e-01
-1.795414459224092818e+00,4.425731733794046607e-01,4.776909062121657001e-01,-8.797949123998384247e-01,-2.782134344808963600e-01,-1.150265654031831897e+00,-2.984578984467923246e-01,2.921275674786504850e-01,5.473036780252705374e-02,-5.004925717906942850e-01
-1.097117267423817211e+00,1.106122706643063003e+00,1.899388017610471602e-01,-1.077526118833173063e+00,3.187422364469145175e-01,-1.001695564611668976e+00,-4.257544342842760621e-01,9.004936236225999924e-01,5.210869832274197533e-01,-5.891737486064223539e-01
-1.097803175629035177e+00,8.743052905222528093e-01,2.808791892495913767e-01,-1.196430646787945751e+00,-4.465088384855536163e-01,-7.861502179357875431e-01,-8.908713716370726399e-01,6.441120541152371981e-01,3.125110868554145105e-01,-6.196728000047639906e-01
5.944497067709367810e-01,6.320347368865599780e-01,-4.529379500340502962e-01,-8.475139330965353324e-01,-2.718246608664694475e-01,-4.862335651472755593e-01,-5.171078552522436755e-01,6.132981152863226093e-01,-1.011279014243732233e-01,-7.427394405117779819e-01
1.825316780299858221e-01,5.187675406270914058e-01,2.139072998082894861e-01,-1.064032304400453599e+00,-2.094505049760222448e+00,5.935714783742594980e-01,2.619639771200486522e-01,5.843535314745208487e-01,-7.474591656021535302e-01,-5.386911526545162809e-01
